theta,a,b,A2,z,phi,status
55.0,13.3,4.3,-4.0,-0.8,90.0,NotYet
55.0,13.3,4.3,-4.0,-0.8,100.0,NotYet
55.0,13.3,4.3,-4.0,-0.8,110.0,NotYet
55.0,13.3,4.3,-4.0,-0.8,120.0,NotYet
55.0,13.3,4.3,-4.0,-0.8,130.0,NotYet
55.0,13.3,4.3,-4.0,-0.8,140.0,NotYet
55.0,13.3,4.3,-4.0,-0.8,150.0,NotYet
55.0,13.3,4.3,-4.0,-0.8,160.0,NotYet
55.0,13.3,4.3,-4.0,-0.8,170.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,0.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,10.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,20.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,30.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,40.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,50.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,60.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,70.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,80.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,90.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,100.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,110.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,120.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,130.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,140.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,150.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,160.0,NotYet
55.0,13.3,4.3,-2.0,-0.8,170.0,NotYet
55.0,13.3,4.3,0.0,-0.8,0.0,NotYet
55.0,13.3,4.3,0.0,-0.8,10.0,NotYet
55.0,13.3,4.3,0.0,-0.8,20.0,NotYet
55.0,13.3,4.3,0.0,-0.8,30.0,NotYet
55.0,13.3,4.3,0.0,-0.8,40.0,NotYet
55.0,13.3,4.3,0.0,-0.8,50.0,NotYet
55.0,13.3,4.3,0.0,-0.8,60.0,NotYet
55.0,13.3,4.3,0.0,-0.8,70.0,NotYet
55.0,13.3,4.3,0.0,-0.8,80.0,NotYet
55.0,13.3,4.3,0.0,-0.8,90.0,NotYet
55.0,13.3,4.3,0.0,-0.8,100.0,NotYet
55.0,13.3,4.3,0.0,-0.8,110.0,NotYet
55.0,13.3,4.3,0.0,-0.8,120.0,NotYet
55.0,13.3,4.3,0.0,-0.8,130.0,NotYet
55.0,13.3,4.3,0.0,-0.8,140.0,NotYet
55.0,13.3,4.3,0.0,-0.8,150.0,NotYet
55.0,13.3,4.3,0.0,-0.8,160.0,NotYet
55.0,13.3,4.3,0.0,-0.8,170.0,NotYet
55.0,13.3,4.3,2.0,-0.8,0.0,NotYet
55.0,13.3,4.3,2.0,-0.8,10.0,NotYet
55.0,13.3,4.3,2.0,-0.8,20.0,NotYet
55.0,13.3,4.3,2.0,-0.8,30.0,NotYet
55.0,13.3,4.3,2.0,-0.8,40.0,NotYet
55.0,13.3,4.3,2.0,-0.8,50.0,NotYet
55.0,13.3,4.3,2.0,-0.8,60.0,NotYet
55.0,13.3,4.3,2.0,-0.8,70.0,NotYet
55.0,13.3,4.3,2.0,-0.8,80.0,NotYet
55.0,13.3,4.3,2.0,-0.8,90.0,NotYet
55.0,13.3,4.3,2.0,-0.8,100.0,NotYet
55.0,13.3,4.3,2.0,-0.8,110.0,NotYet
55.0,13.3,4.3,2.0,-0.8,120.0,NotYet
55.0,13.3,4.3,2.0,-0.8,130.0,NotYet
55.0,13.3,4.3,2.0,-0.8,140.0,NotYet
55.0,13.3,4.3,2.0,-0.8,150.0,NotYet
55.0,13.3,4.3,2.0,-0.8,160.0,NotYet
55.0,13.3,4.3,2.0,-0.8,170.0,NotYet
55.0,13.3,4.3,4.0,-0.8,0.0,NotYet
55.0,13.3,4.3,4.0,-0.8,10.0,NotYet
55.0,13.3,4.3,4.0,-0.8,20.0,NotYet
55.0,13.3,4.3,4.0,-0.8,30.0,NotYet
55.0,13.3,4.3,4.0,-0.8,40.0,NotYet
55.0,13.3,4.3,4.0,-0.8,50.0,NotYet
55.0,13.3,4.3,4.0,-0.8,60.0,NotYet
55.0,13.3,4.3,4.0,-0.8,70.0,NotYet
55.0,13.3,4.3,4.0,-0.8,80.0,NotYet
55.0,13.3,4.3,4.0,-0.8,90.0,NotYet
55.0,13.3,4.3,4.0,-0.8,100.0,NotYet
55.0,13.3,4.3,4.0,-0.8,110.0,NotYet
55.0,13.3,4.3,4.0,-0.8,120.0,NotYet
55.0,13.3,4.3,4.0,-0.8,130.0,NotYet
55.0,13.3,4.3,4.0,-0.8,140.0,NotYet
55.0,13.3,4.3,4.0,-0.8,150.0,NotYet
55.0,13.3,4.3,4.0,-0.8,160.0,NotYet
55.0,13.3,4.3,4.0,-0.8,170.0,NotYet
55.0,13.3,4.3,6.0,-0.8,0.0,NotYet
55.0,13.3,4.3,6.0,-0.8,10.0,NotYet
55.0,13.3,4.3,6.0,-0.8,20.0,NotYet
55.0,13.3,4.3,6.0,-0.8,30.0,NotYet
55.0,13.3,4.3,6.0,-0.8,40.0,NotYet
55.0,13.3,4.3,6.0,-0.8,50.0,NotYet
55.0,13.3,4.3,6.0,-0.8,60.0,NotYet
55.0,13.3,4.3,6.0,-0.8,70.0,NotYet
55.0,13.3,4.3,6.0,-0.8,80.0,NotYet
55.0,13.3,4.3,6.0,-0.8,90.0,NotYet
55.0,13.3,4.3,6.0,-0.8,100.0,NotYet
55.0,13.3,4.3,6.0,-0.8,110.0,NotYet
55.0,13.3,4.3,6.0,-0.8,120.0,NotYet
55.0,13.3,4.3,6.0,-0.8,130.0,NotYet
55.0,13.3,4.3,6.0,-0.8,140.0,NotYet
55.0,13.3,4.3,6.0,-0.8,150.0,NotYet
55.0,13.3,4.3,6.0,-0.8,160.0,NotYet
55.0,13.3,4.3,6.0,-0.8,170.0,NotYet
55.0,13.3,4.3,8.0,-0.8,0.0,NotYet
55.0,13.3,4.3,8.0,-0.8,10.0,NotYet
55.0,13.3,4.3,8.0,-0.8,20.0,NotYet
55.0,13.3,4.3,8.0,-0.8,30.0,NotYet
55.0,13.3,4.3,8.0,-0.8,40.0,NotYet
55.0,13.3,4.3,8.0,-0.8,50.0,NotYet
55.0,13.3,4.3,8.0,-0.8,60.0,NotYet
55.0,13.3,4.3,8.0,-0.8,70.0,NotYet
55.0,13.3,4.3,8.0,-0.8,80.0,NotYet
55.0,13.3,4.3,8.0,-0.8,90.0,NotYet
55.0,13.3,4.3,8.0,-0.8,100.0,NotYet
55.0,13.3,4.3,8.0,-0.8,110.0,NotYet
55.0,13.3,4.3,8.0,-0.8,120.0,NotYet
55.0,13.3,4.3,8.0,-0.8,130.0,NotYet
55.0,13.3,4.3,8.0,-0.8,140.0,NotYet
55.0,13.3,4.3,8.0,-0.8,150.0,NotYet
55.0,13.3,4.3,8.0,-0.8,160.0,NotYet
55.0,13.3,4.3,8.0,-0.8,170.0,NotYet
55.0,13.3,4.3,10.0,-0.8,0.0,NotYet
55.0,13.3,4.3,10.0,-0.8,10.0,NotYet
55.0,13.3,4.3,10.0,-0.8,20.0,NotYet
55.0,13.3,4.3,10.0,-0.8,30.0,NotYet
55.0,13.3,4.3,10.0,-0.8,40.0,NotYet
55.0,13.3,4.3,10.0,-0.8,50.0,NotYet
55.0,13.3,4.3,10.0,-0.8,60.0,NotYet
55.0,13.3,4.3,10.0,-0.8,70.0,NotYet
55.0,13.3,4.3,10.0,-0.8,80.0,NotYet
55.0,13.3,4.3,10.0,-0.8,90.0,NotYet
55.0,13.3,4.3,10.0,-0.8,100.0,NotYet
55.0,13.3,4.3,10.0,-0.8,110.0,NotYet
55.0,13.3,4.3,10.0,-0.8,120.0,NotYet
55.0,13.3,4.3,10.0,-0.8,130.0,NotYet
55.0,13.3,4.3,10.0,-0.8,140.0,NotYet
55.0,13.3,4.3,10.0,-0.8,150.0,NotYet
55.0,13.3,4.3,10.0,-0.8,160.0,NotYet
55.0,13.3,4.3,10.0,-0.8,170.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,0.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,10.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,20.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,30.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,40.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,50.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,60.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,70.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,80.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,90.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,100.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,110.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,120.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,130.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,140.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,150.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,160.0,NotYet
55.0,13.3,4.3,-10.0,-0.6,170.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,0.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,10.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,20.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,30.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,40.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,50.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,60.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,70.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,80.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,90.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,100.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,110.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,120.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,130.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,140.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,150.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,160.0,NotYet
55.0,13.3,4.3,-8.0,-0.6,170.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,0.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,10.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,20.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,30.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,40.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,50.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,60.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,70.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,80.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,90.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,100.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,110.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,120.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,130.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,140.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,150.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,160.0,NotYet
55.0,13.3,4.3,-6.0,-0.6,170.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,0.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,10.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,20.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,30.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,40.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,50.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,60.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,70.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,80.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,90.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,100.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,110.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,120.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,130.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,140.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,150.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,160.0,NotYet
55.0,13.3,4.3,-4.0,-0.6,170.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,0.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,10.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,20.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,30.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,40.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,50.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,60.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,70.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,80.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,90.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,100.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,110.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,120.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,130.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,140.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,150.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,160.0,NotYet
55.0,13.3,4.3,-2.0,-0.6,170.0,NotYet
55.0,13.3,4.3,0.0,-0.6,0.0,NotYet
55.0,13.3,4.3,0.0,-0.6,10.0,NotYet
55.0,13.3,4.3,0.0,-0.6,20.0,NotYet
55.0,13.3,4.3,0.0,-0.6,30.0,NotYet
55.0,13.3,4.3,0.0,-0.6,40.0,NotYet
55.0,13.3,4.3,0.0,-0.6,50.0,NotYet
55.0,13.3,4.3,0.0,-0.6,60.0,NotYet
55.0,13.3,4.3,0.0,-0.6,70.0,NotYet
55.0,13.3,4.3,0.0,-0.6,80.0,NotYet
55.0,13.3,4.3,0.0,-0.6,90.0,NotYet
55.0,13.3,4.3,0.0,-0.6,100.0,NotYet
55.0,13.3,4.3,0.0,-0.6,110.0,NotYet
55.0,13.3,4.3,0.0,-0.6,120.0,NotYet
55.0,13.3,4.3,0.0,-0.6,130.0,NotYet
55.0,13.3,4.3,0.0,-0.6,140.0,NotYet
55.0,13.3,4.3,0.0,-0.6,150.0,NotYet
55.0,13.3,4.3,0.0,-0.6,160.0,NotYet
55.0,13.3,4.3,0.0,-0.6,170.0,NotYet
55.0,13.3,4.3,2.0,-0.6,0.0,NotYet
55.0,13.3,4.3,2.0,-0.6,10.0,NotYet
55.0,13.3,4.3,2.0,-0.6,20.0,NotYet
55.0,13.3,4.3,2.0,-0.6,30.0,NotYet
55.0,13.3,4.3,2.0,-0.6,40.0,NotYet
55.0,13.3,4.3,2.0,-0.6,50.0,NotYet
55.0,13.3,4.3,2.0,-0.6,60.0,NotYet
55.0,13.3,4.3,2.0,-0.6,70.0,NotYet
55.0,13.3,4.3,2.0,-0.6,80.0,NotYet
55.0,13.3,4.3,2.0,-0.6,90.0,NotYet
55.0,13.3,4.3,2.0,-0.6,100.0,NotYet
55.0,13.3,4.3,2.0,-0.6,110.0,NotYet
55.0,13.3,4.3,2.0,-0.6,120.0,NotYet
55.0,13.3,4.3,2.0,-0.6,130.0,NotYet
55.0,13.3,4.3,2.0,-0.6,140.0,NotYet
55.0,13.3,4.3,2.0,-0.6,150.0,NotYet
55.0,13.3,4.3,2.0,-0.6,160.0,NotYet
55.0,13.3,4.3,2.0,-0.6,170.0,NotYet
55.0,13.3,4.3,4.0,-0.6,0.0,NotYet
55.0,13.3,4.3,4.0,-0.6,10.0,NotYet
55.0,13.3,4.3,4.0,-0.6,20.0,NotYet
55.0,13.3,4.3,4.0,-0.6,30.0,NotYet
55.0,13.3,4.3,4.0,-0.6,40.0,NotYet
55.0,13.3,4.3,4.0,-0.6,50.0,NotYet
55.0,13.3,4.3,4.0,-0.6,60.0,NotYet
55.0,13.3,4.3,4.0,-0.6,70.0,NotYet
55.0,13.3,4.3,4.0,-0.6,80.0,NotYet
55.0,13.3,4.3,4.0,-0.6,90.0,NotYet
55.0,13.3,4.3,4.0,-0.6,100.0,NotYet
55.0,13.3,4.3,4.0,-0.6,110.0,NotYet
55.0,13.3,4.3,4.0,-0.6,120.0,NotYet
55.0,13.3,4.3,4.0,-0.6,130.0,NotYet
55.0,13.3,4.3,4.0,-0.6,140.0,NotYet
55.0,13.3,4.3,4.0,-0.6,150.0,NotYet
55.0,13.3,4.3,4.0,-0.6,160.0,NotYet
55.0,13.3,4.3,4.0,-0.6,170.0,NotYet
55.0,13.3,4.3,6.0,-0.6,0.0,NotYet
55.0,13.3,4.3,6.0,-0.6,10.0,NotYet
55.0,13.3,4.3,6.0,-0.6,20.0,NotYet
55.0,13.3,4.3,6.0,-0.6,30.0,NotYet
55.0,13.3,4.3,6.0,-0.6,40.0,NotYet
55.0,13.3,4.3,6.0,-0.6,50.0,NotYet
55.0,13.3,4.3,6.0,-0.6,60.0,NotYet
55.0,13.3,4.3,6.0,-0.6,70.0,NotYet
55.0,13.3,4.3,6.0,-0.6,80.0,NotYet
55.0,13.3,4.3,6.0,-0.6,90.0,NotYet
55.0,13.3,4.3,6.0,-0.6,100.0,NotYet
55.0,13.3,4.3,6.0,-0.6,110.0,NotYet
55.0,13.3,4.3,6.0,-0.6,120.0,NotYet
55.0,13.3,4.3,6.0,-0.6,130.0,NotYet
55.0,13.3,4.3,6.0,-0.6,140.0,NotYet
55.0,13.3,4.3,6.0,-0.6,150.0,NotYet
55.0,13.3,4.3,6.0,-0.6,160.0,NotYet
55.0,13.3,4.3,6.0,-0.6,170.0,NotYet
55.0,13.3,4.3,8.0,-0.6,0.0,NotYet
55.0,13.3,4.3,8.0,-0.6,10.0,NotYet
55.0,13.3,4.3,8.0,-0.6,20.0,NotYet
55.0,13.3,4.3,8.0,-0.6,30.0,NotYet
55.0,13.3,4.3,8.0,-0.6,40.0,NotYet
55.0,13.3,4.3,8.0,-0.6,50.0,NotYet
55.0,13.3,4.3,8.0,-0.6,60.0,NotYet
55.0,13.3,4.3,8.0,-0.6,70.0,NotYet
55.0,13.3,4.3,8.0,-0.6,80.0,NotYet
55.0,13.3,4.3,8.0,-0.6,90.0,NotYet
55.0,13.3,4.3,8.0,-0.6,100.0,NotYet
55.0,13.3,4.3,8.0,-0.6,110.0,NotYet
55.0,13.3,4.3,8.0,-0.6,120.0,NotYet
55.0,13.3,4.3,8.0,-0.6,130.0,NotYet
55.0,13.3,4.3,8.0,-0.6,140.0,NotYet
55.0,13.3,4.3,8.0,-0.6,150.0,NotYet
55.0,13.3,4.3,8.0,-0.6,160.0,NotYet
55.0,13.3,4.3,8.0,-0.6,170.0,NotYet
55.0,13.3,4.3,10.0,-0.6,0.0,NotYet
55.0,13.3,4.3,10.0,-0.6,10.0,NotYet
55.0,13.3,4.3,10.0,-0.6,20.0,NotYet
55.0,13.3,4.3,10.0,-0.6,30.0,NotYet
55.0,13.3,4.3,10.0,-0.6,40.0,NotYet
55.0,13.3,4.3,10.0,-0.6,50.0,NotYet
55.0,13.3,4.3,10.0,-0.6,60.0,NotYet
55.0,13.3,4.3,10.0,-0.6,70.0,NotYet
55.0,13.3,4.3,10.0,-0.6,80.0,NotYet
55.0,13.3,4.3,10.0,-0.6,90.0,NotYet
55.0,13.3,4.3,10.0,-0.6,100.0,NotYet
55.0,13.3,4.3,10.0,-0.6,110.0,NotYet
55.0,13.3,4.3,10.0,-0.6,120.0,NotYet
55.0,13.3,4.3,10.0,-0.6,130.0,NotYet
55.0,13.3,4.3,10.0,-0.6,140.0,NotYet
55.0,13.3,4.3,10.0,-0.6,150.0,NotYet
55.0,13.3,4.3,10.0,-0.6,160.0,NotYet
55.0,13.3,4.3,10.0,-0.6,170.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,0.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,10.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,20.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,30.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,40.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,50.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,60.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,70.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,80.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,90.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,100.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,110.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,120.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,130.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,140.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,150.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,160.0,NotYet
55.0,13.3,4.3,-10.0,-0.4,170.0,NotYet
55.0,13.3,4.3,0.0,-1.0,0.0,NotYet
55.0,13.3,4.3,0.0,-1.0,10.0,NotYet
55.0,13.3,4.3,0.0,-1.0,20.0,NotYet
55.0,13.3,4.3,0.0,-1.0,30.0,NotYet
55.0,13.3,4.3,0.0,-1.0,40.0,NotYet
55.0,13.3,4.3,0.0,-1.0,50.0,NotYet
55.0,13.3,4.3,0.0,-1.0,60.0,NotYet
55.0,13.3,4.3,0.0,-1.0,70.0,NotYet
55.0,13.3,4.3,0.0,-1.0,80.0,NotYet
55.0,13.3,4.3,0.0,-1.0,90.0,NotYet
55.0,13.3,4.3,0.0,-1.0,100.0,NotYet
55.0,13.3,4.3,0.0,-1.0,110.0,NotYet
55.0,13.3,4.3,0.0,-1.0,120.0,NotYet
55.0,13.3,4.3,0.0,-1.0,130.0,NotYet
55.0,13.3,4.3,0.0,-1.0,140.0,NotYet
55.0,13.3,4.3,0.0,-1.0,150.0,NotYet
55.0,13.3,4.3,0.0,-1.0,160.0,NotYet
55.0,13.3,4.3,0.0,-1.0,170.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,0.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,10.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,20.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,30.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,40.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,50.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,60.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,70.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,80.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,90.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,100.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,110.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,120.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,130.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,140.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,150.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,160.0,NotYet
55.0,13.3,4.3,-6.0,-0.4,170.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,0.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,10.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,20.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,30.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,40.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,50.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,60.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,70.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,80.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,90.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,100.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,110.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,120.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,130.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,140.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,150.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,160.0,NotYet
55.0,13.3,4.3,-4.0,-0.4,170.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,0.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,10.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,20.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,30.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,40.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,50.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,60.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,70.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,80.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,90.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,100.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,110.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,120.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,130.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,140.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,150.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,160.0,NotYet
55.0,13.3,4.3,-2.0,-0.4,170.0,NotYet
55.0,13.3,4.3,0.0,-0.4,0.0,NotYet
55.0,13.3,4.3,0.0,-0.4,10.0,NotYet
55.0,13.3,4.3,0.0,-0.4,20.0,NotYet
55.0,13.3,4.3,0.0,-0.4,30.0,NotYet
55.0,13.3,4.3,0.0,-0.4,40.0,NotYet
55.0,13.3,4.3,0.0,-0.4,50.0,NotYet
55.0,13.3,4.3,0.0,-0.4,60.0,NotYet
55.0,13.3,4.3,0.0,-0.4,70.0,NotYet
55.0,13.3,4.3,0.0,-0.4,80.0,NotYet
55.0,13.3,4.3,0.0,-0.4,90.0,NotYet
55.0,13.3,4.3,0.0,-0.4,100.0,NotYet
55.0,13.3,4.3,0.0,-0.4,110.0,NotYet
55.0,13.3,4.3,0.0,-0.4,120.0,NotYet
55.0,13.3,4.3,0.0,-0.4,130.0,NotYet
55.0,13.3,4.3,0.0,-0.4,140.0,NotYet
55.0,13.3,4.3,0.0,-0.4,150.0,NotYet
55.0,13.3,4.3,0.0,-0.4,160.0,NotYet
55.0,13.3,4.3,0.0,-0.4,170.0,NotYet
55.0,13.3,4.3,2.0,-0.4,0.0,NotYet
55.0,13.3,4.3,2.0,-0.4,10.0,NotYet
55.0,13.3,4.3,2.0,-0.4,20.0,NotYet
55.0,13.3,4.3,2.0,-0.4,30.0,NotYet
55.0,13.3,4.3,2.0,-0.4,40.0,NotYet
55.0,13.3,4.3,2.0,-0.4,50.0,NotYet
55.0,13.3,4.3,2.0,-0.4,60.0,NotYet
55.0,13.3,4.3,2.0,-0.4,70.0,NotYet
55.0,13.3,4.3,2.0,-0.4,80.0,NotYet
55.0,13.3,4.3,2.0,-0.4,90.0,NotYet
55.0,13.3,4.3,2.0,-0.4,100.0,NotYet
55.0,13.3,4.3,2.0,-0.4,110.0,NotYet
55.0,13.3,4.3,2.0,-0.4,120.0,NotYet
55.0,13.3,4.3,2.0,-0.4,130.0,NotYet
55.0,13.3,4.3,2.0,-0.4,140.0,NotYet
55.0,13.3,4.3,2.0,-0.4,150.0,NotYet
55.0,13.3,4.3,2.0,-0.4,160.0,NotYet
55.0,13.3,4.3,2.0,-0.4,170.0,NotYet
